Sentiments,Reviews
negative,The bag is not as shown in pics... ok in this price... but sending one thing and showing another one is fraud... i suggest the seller to avoid fraudulent deals further... i can only give him 2 stars
positive,according price bag quilty is good thanks supplier and daraz
negative,Not happy with the product. Filled with polyester type cotton. Thanks to daraz for refund.
neutral,Packing was perfect delivery before time stuff was superb But found holes in surface area near paper tag
positive,Very soft and cozy product perfect travel partner Totally satisfied with the product Very good product includes a special gift too.❤️ Totally recommended for this price bracket !
neutral,"a little more soft than what I wanted but in this price, its perfect"
positive,"Delivered on time, Packing was decent and the Product is Good as shown in the Pics, Good experience continues with Daraz. Thanks"
positive,Great experience with daraz same as shown very comfortable
positive,"Very comfortable & soft pillow! Thanks daraz, & Relaxsit."
negative,Totally Deformed and has stains of oil on it too. Very disappointed with such service
negative,Quality is pathetic. Totally home made product. Not in proper shape. Really Disappointed. Total waste of money
neutral,it's just ok and not up to the satisfactory level
negative,I don’t understand what kind of pathetic service daraz have. I ordered Avengers theme pillow which is of the cost of 795 instead I get this low quality pillow which is of the cost of 495. I’m gonna return it. Disappointing experience
negative,Expensive Quality is not good
negative,Itna was such bad that I have returned it button was broken zip was broken
negative,The color is a change and the quality is also not good very disappointed 😠😬
positive,Thank you so much for delivering my order on time the wallet is of really good quality and price effective too.
positive,"Thank you so much seller and daraz today I received my parcel , will packaging and same as shown in picture the quality is awesome recommended to all 10/10 ☺️"
positive,Timely delivered nice packing also colr ND also beg matrial is very fine ... I like it
neutral,considering the price its good.
positive,It's beautiful wellet I m setisfied with daraz experience.
neutral,it's so good... a lil bit expensive but ok .....
positive,liked thanks
positive,The product was awesome. It was excellently packaged. Thank you seller for sending the genuine product.
negative,it's not leather it is just a cheap product which do not even worth 150 rupee
positive,very good product in this price range delivered in just a day satisfied
positive,my mother love it really great quality same as shown in picture
positive,really like it happy to use it ☺️ highly recommended
positive,superb experience...
negative,Not recommended its over priced
positive,my first ordar very nice
positive,Nice purse thank u sellar
positive,delightful purse..
negative,I will never recommend anybody to order from their! Bad experience!
negative,not a same colour
negative,poor quality broken button
negative,such a cheap wallet in high price ... not recommended .... disappointed ☹️
negative,This bag is literally the size of my palm. So small and is so wonky and is not at all like the pictures. Has dirt particles on it and is squished.
negative,honestly the quality is average and it comes after a month. according to the price its lowkey okay
positive,The bag is really cute💫. Quality is 💯. What i didn't like was that it wasn't pressed but it wasn't a big deal. I've put some clothes in it so now it's in it's shape. Really satisfied with the service .Early shipping. Definitely recommend
positive,"Great product, same as shown in the picture! 👍"
neutral,It’s good but way too small
positive,IT'S ABSOLUTELY AMZING I'M IN LOVEEEEE Exactly like shown in the pic 10/10 would recommend absolutely love it
neutral,Love the bag! I wish it was just packed with some sort of stuffing because it’s really out of shape.
positive,I ordered the purple one and it was totally same as shown in pic and it was so delightful I love it
positive,"loved the material of the black bag i got, very light weight and goes good with the price. 👍"
negative,wrong product. wrong color. waste of money
negative,I order that grey one and get this one ☝️😡😡😡
negative,Highly disappointed
neutral,received different color but quality is good
negative,the quality is not according to price
positive,"Really good experience, also the quality and color is very cool ❤️"
